path,class_idx,class_name,binary_label,score,prediction
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/012.png,2,good,0,0.022155507,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/013.png,2,good,0,0.024284273,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/014.png,2,good,0,0.027685225,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/015.png,2,good,0,0.025220586,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/016.png,2,good,0,0.024535513,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/017.png,2,good,0,0.021450385,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/018.png,2,good,0,0.033009183,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/019.png,2,good,0,0.027354082,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/020.png,2,good,0,0.03102688,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/021.png,2,good,0,0.020641245,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/022.png,2,good,0,0.026884088,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/023.png,2,good,0,0.025869438,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/024.png,2,good,0,0.025662959,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/025.png,2,good,0,0.028602803,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/026.png,2,good,0,0.026837075,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/027.png,2,good,0,0.024010032,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/028.png,2,good,0,0.0344371,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/029.png,2,good,0,0.027029512,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/030.png,2,good,0,0.023162263,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/031.png,2,good,0,0.023102738,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/032.png,2,good,0,0.02511903,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/033.png,2,good,0,0.021313896,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/034.png,2,good,0,0.020582061,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/035.png,2,good,0,0.024968542,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/036.png,2,good,0,0.027961334,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/037.png,2,good,0,0.028583487,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/038.png,2,good,0,0.027489478,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/039.png,2,good,0,0.03039486,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/000.png,3,hole,1,0.032928765,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/001.png,3,hole,1,0.029301314,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/002.png,3,hole,1,0.02774517,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/003.png,3,hole,1,0.024808658,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/004.png,3,hole,1,0.036291864,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/005.png,3,hole,1,0.027370976,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/006.png,3,hole,1,0.032435235,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/007.png,3,hole,1,0.029360967,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/008.png,3,hole,1,0.0284831,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/009.png,3,hole,1,0.030833751,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/010.png,3,hole,1,0.029279768,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/011.png,3,hole,1,0.03245074,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/012.png,3,hole,1,0.031666193,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/013.png,3,hole,1,0.03417984,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/014.png,3,hole,1,0.035086177,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/015.png,3,hole,1,0.02710958,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/016.png,3,hole,1,0.026661387,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/hole/017.png,3,hole,1,0.032840144,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/000.png,4,print,1,0.05865602,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/001.png,4,print,1,0.055506248,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/002.png,4,print,1,0.06318908,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/003.png,4,print,1,0.03874452,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/004.png,4,print,1,0.052284,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/005.png,4,print,1,0.041817892,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/006.png,4,print,1,0.06767025,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/007.png,4,print,1,0.042078722,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/008.png,4,print,1,0.072918534,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/009.png,4,print,1,0.03589041,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/010.png,4,print,1,0.05820629,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/011.png,4,print,1,0.053954173,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/012.png,4,print,1,0.04168698,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/013.png,4,print,1,0.03416564,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/014.png,4,print,1,0.039099958,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/015.png,4,print,1,0.029557234,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/print/016.png,4,print,1,0.048738807,1
